Unidad,Parametro,A�o,Mes,D�a,Fecha,Valor,Area
mg/L,Zn,2016,4,13,4/13/2016,0.01,CH10
mg/L,Cu,2016,4,13,4/13/2016,0.01,CH20
mg/L,Zn,2016,4,13,4/13/2016,0.01,CH20
mg/L,Cu,2016,4,13,4/13/2016,0.01,CL10-ti
mg/L,Mn,2016,4,13,4/13/2016,0.01,CL10-ti
mg/L,Zn,2016,4,13,4/13/2016,0.01,CL10-ti
mg/L,Zn,2016,4,13,4/13/2016,0.01,TI10
mg/L,Cu,2016,4,13,4/13/2016,0.01,TI20
mg/L,Fe,2016,4,13,4/13/2016,0.01,TI20
mg/L,Zn,2016,4,13,4/13/2016,0.01,TI20
mg/L,Cu,2016,4,13,4/13/2016,0.01,TI30
mg/L,Zn,2016,4,13,4/13/2016,0.01,TI30
mg/L,N-NO2,2016,4,13,4/13/2016,0.009130435,CH10
mg/L,N-NO2,2016,4,13,4/13/2016,0.006086957,CH20
mg/L,N-NO2,2016,4,13,4/13/2016,0.006086957,CL10-ti
mg/L,N-NO2,2016,4,13,4/13/2016,0.006086957,TI10
mg/L,N-NO2,2016,4,13,4/13/2016,0.006086957,TI20
mg/L,N-NO2,2016,4,13,4/13/2016,0.006086957,TI30
mg/L,As,2016,4,13,4/13/2016,3,TI30
mg/L,As,2016,4,13,4/13/2016,0.00252,CH10
mg/L,As,2016,4,13,4/13/2016,2,CH20
mg/L,As,2016,4,13,4/13/2016,0.00106,CL10-ti
mg/L,As,2016,4,13,4/13/2016,1,TI20
NMP/100 ml,CF,2016,4,12,4/12/2016,1600,RA10
uS/cm,Cond,2016,4,12,4/12/2016,665,CA60
NMP/100 ml,CF,2016,4,12,4/12/2016,540,CA60
uS/cm,Cond,2016,4,12,4/12/2016,535,RA10
mg/L,SO4,2016,4,12,4/12/2016,121.5,CA60
mg/L,SO4,2016,4,12,4/12/2016,109.65,RA10
mg/L,CL-,2016,4,12,4/12/2016,40.58,CA60
mg/L,CL-,2016,4,12,4/12/2016,31.64,RA10
mg/L,O Dis.,2016,4,12,4/12/2016,10.01,RA10
mg/L,DQO,2016,4,12,4/12/2016,10,CA60
mg/L,DQO,2016,4,12,4/12/2016,10,RA10
mg/L,SST,2016,4,12,4/12/2016,9.95,CA60
mg/L,O Dis.,2016,4,12,4/12/2016,9.29,CA60
Unid.ph,pH,2016,4,12,4/12/2016,7.9,CA60
Unid.ph,pH,2016,4,12,4/12/2016,7.9,RA10
mg/L,SST,2016,4,12,4/12/2016,7.12,RA10
mg/L,N tot.,2016,4,12,4/12/2016,5.35,RA10
mg/L,AyG,2016,4,12,4/12/2016,5,CA60
mg/L,AyG,2016,4,12,4/12/2016,5,RA10
mg/L,N-NO3,2016,4,12,4/12/2016,4.85483871,RA10
mg/L,DBO5,2016,4,12,4/12/2016,4,RA10
mg/L,DBO5,2016,4,12,4/12/2016,3.9,CA60
mg/L,N tot.,2016,4,12,4/12/2016,2.76,CA60
mg/L,N-NO3,2016,4,12,4/12/2016,2.258064516,CA60
mg/L,Al,2016,4,12,4/12/2016,0.5,CA60
mg/L,Al,2016,4,12,4/12/2016,0.5,RA10
mg/L,P tot.,2016,4,12,4/12/2016,0.41,CA60
mg/L,Fe,2016,4,12,4/12/2016,0.28,CA60
mg/L,Fe,2016,4,12,4/12/2016,0.23,RA10
mg/L,N-NH4,2016,4,12,4/12/2016,0.15,RA10
mg/L,P tot.,2016,4,12,4/12/2016,0.05,RA10
mg/L,N-NH4,2016,4,12,4/12/2016,0.09,CA60
mg/L,Mn,2016,4,12,4/12/2016,0.05,RA10
mg/L,Mn,2016,4,12,4/12/2016,0.02,CA60
mg/L,Cu,2016,4,12,4/12/2016,0.01,CA60
mg/L,Zn,2016,4,12,4/12/2016,0.01,CA60
mg/L,Cu,2016,4,12,4/12/2016,0.01,RA10
mg/L,Zn,2016,4,12,4/12/2016,0.01,RA10
mg/L,As,2016,4,12,4/12/2016,0.00654,CA60
mg/L,As,2016,4,12,4/12/2016,0.00621,RA10
mg/L,N-NO2,2016,4,12,4/12/2016,0.006086957,CA60
mg/L,N-NO2,2016,4,12,4/12/2016,0.006086957,RA10
uS/cm,Cond,2015,12,22,12/22/2015,372,RA10
uS/cm,Cond,2015,12,22,12/22/2015,61.5,AV10
NMP/100 ml,CF,2015,12,22,12/22/2015,22,RA10
NMP/100 ml,CF,2015,12,22,12/22/2015,19,AV10
mg/L,O Dis.,2015,12,22,12/22/2015,10.44,RA10
mg/L,SST,2015,12,22,12/22/2015,9.9,RA10
mg/L,O Dis.,2015,12,22,12/22/2015,9.44,AV10
mg/L,AyG,2015,12,22,12/22/2015,9.38,RA10
Unid.ph,pH,2015,12,22,12/22/2015,8.6,RA10
Unid.ph,pH,2015,12,22,12/22/2015,7.7,AV10
mg/L,SST,2015,12,22,12/22/2015,6.5,AV10
mg/L,N tot.,2015,12,22,12/22/2015,4.82,AV10
mg/L,N-NO3,2015,12,22,12/22/2015,4.312903226,AV10
mg/L,N tot.,2015,12,22,12/22/2015,1.27,RA10
mg/L,N-NO3,2015,6,23,12/22/2015,0.99826087,RA10
mg/L,N-NH4,2015,12,22,12/22/2015,0.521111111,AV10
mg/L,P tot.,2015,12,22,12/22/2015,0.05,AV10
mg/L,N-NH4,2015,12,22,12/22/2015,0.023333333,RA10
mg/L,N-NO2,2015,12,22,12/22/2015,0.020548387,RA10
mg/L,N-NO2,2015,12,22,12/22/2015,0.004565217,AV10
NMP/100 ml,CF,2015,12,21,12/21/2015,1700,CA20
uS/cm,Cond,2015,12,21,12/21/2015,460,CA50
uS/cm,Cond,2015,12,21,12/21/2015,460,ZA10
uS/cm,Cond,2015,12,21,12/21/2015,395,CA40
uS/cm,Cond,2015,12,21,12/21/2015,386,RI10
uS/cm,Cond,2015,12,21,12/21/2015,367,CA10
mg/L,SST,2015,12,21,12/21/2015,366.57,CA30
uS/cm,Cond,2015,12,21,12/21/2015,350,CA30
uS/cm,Cond,2015,12,21,12/21/2015,334,CA20
mg/L,SST,2015,12,21,12/21/2015,286.67,CA40
mg/L,SST,2015,12,21,12/21/2015,241.9,CA20
mg/L,SST,2015,12,21,12/21/2015,224.4,CA50
mg/L,SST,2015,12,21,12/21/2015,164.29,CA10
uS/cm,Cond,2015,12,21,12/21/2015,125,CL20
mg/L,SST,2015,12,21,12/21/2015,99,RI10
uS/cm,Cond,2015,12,21,12/21/2015,70.7,CL10
mg/L,SST,2015,12,21,12/21/2015,23.3,ZA10
mg/L,SO4,2015,12,21,12/21/2015,20,CL20
mg/L,SST,2015,12,21,12/21/2015,17.4,CL20
mg/L,O Dis.,2015,12,21,12/21/2015,10.36,CA20
mg/L,DQO,2015,12,21,12/21/2015,10,CA10
mg/L,DQO,2015,12,21,12/21/2015,10,CA20
mg/L,Al,2015,12,21,12/21/2015,10,CA40
mg/L,DQO,2015,12,21,12/21/2015,10,CA50
mg/L,DQO,2015,12,21,12/21/2015,10,CL10
mg/L,DQO,2015,12,21,12/21/2015,10,CL20
mg/L,O Dis.,2015,12,21,12/21/2015,9.95,CA30
mg/L,O Dis.,2015,12,21,12/21/2015,9.29,CA50
mg/L,O Dis.,2015,12,21,12/21/2015,8.68,CA40
mg/L,O Dis.,2015,12,21,12/21/2015,8.32,RI10
mg/L,O Dis.,2015,12,21,12/21/2015,8.3,ZA10
Unid.ph,pH,2015,12,21,12/21/2015,8,CA20
Unid.ph,pH,2015,12,21,12/21/2015,7.9,CA30
Unid.ph,pH,2015,12,21,12/21/2015,7.9,CA40
Unid.ph,pH,2015,12,21,12/21/2015,7.7,CL10
Unid.ph,pH,2015,12,21,12/21/2015,7.6,CA50
Unid.ph,pH,2015,12,21,12/21/2015,7.6,RI10
Unid.ph,pH,2015,12,21,12/21/2015,7.4,ZA10
Unid.ph,pH,2015,12,21,12/21/2015,7.1,CL20
Unid.ph,pH,2015,12,21,12/21/2015,6.2,CA10
mg/L,SST,2015,12,21,12/21/2015,6.05,CL10
mg/L,DBO5,2015,12,21,12/21/2015,6,CL20
mg/L,DBO5,2015,12,21,12/21/2015,5.85,CL10
mg/L,DBO5,2015,12,21,12/21/2015,5.5,RI10
mg/L,AyG,2015,12,21,12/21/2015,5,CA10
mg/L,AyG,2015,12,21,12/21/2015,5,CL10
mg/L,CL-,2015,12,21,12/21/2015,4.81,CL20
mg/L,N tot.,2015,12,21,12/21/2015,1.85,CA50
mg/L,N-NO3,2015,12,21,12/21/2015,1.296129032,CA50
mg/L,Fe,2015,12,21,12/21/2015,0.95,CL20
mg/L,Al,2015,12,21,12/21/2015,0.94,CL20
mg/L,N tot.,2015,12,21,12/21/2015,0.67,CL10
mg/L,N-NH4,2015,12,21,12/21/2015,0.582555556,CL20
mg/L,P tot.,2015,12,21,12/21/2015,0.55,CA10
mg/L,N-NH4,2015,12,21,12/21/2015,0.318888889,CL10
mg/L,Mn,2015,12,21,12/21/2015,0.23,CL20
mg/L,N tot.,2015,12,21,12/21/2015,0.16,CA30
mg/L,N-NO3,2015,12,21,12/21/2015,0.158064516,CA30
mg/L,N-NO3,2015,12,21,12/21/2015,0.130967742,CA10
mg/L,N-NO3,2015,12,21,12/21/2015,0.126451613,CL10
mg/L,Cu,2015,12,21,12/21/2015,0.12,CL20
mg/L,Zn,2015,12,21,12/21/2015,0.07,CL20
mg/L,N-NH4,2015,12,21,12/21/2015,35,CA10
mg/L,N-NO2,2015,12,21,12/21/2015,0.032869565,CA50
mg/L,N-NH4,2015,12,21,12/21/2015,0.023333333,RI10
mg/L,N-NH4,2015,12,21,12/21/2015,0.023333333,ZA10
mg/L,Zn,2015,12,21,12/21/2015,0.01,RI10
mg/L,N-NO2,2015,12,21,12/21/2015,0.004565217,CA10
mg/L,N-NO2,2015,12,21,12/21/2015,0.004565217,CA30
mg/L,N-NO2,2015,12,21,12/21/2015,0.004565217,CL10
mg/L,As,2015,12,21,12/21/2015,0.00429,RI10
mg/L,As,2015,12,21,12/21/2015,0.00241,CL20
uS/cm,Cond,2015,9,28,9/28/2015,688,CA50
uS/cm,Cond,2015,9,28,9/28/2015,663,CL30
uS/cm,Cond,2015,9,28,9/28/2015,295,CL20
mg/L,SST,2015,9,28,9/28/2015,60,CL30
mg/L,SST,2015,9,28,9/28/2015,28.6,CA50
mg/L,DQO,2015,9,28,9/28/2015,24,CL30
NMP/100 ml,CF,2015,9,28,9/28/2015,19,CL20
NMP/100 ml,CF,2015,9,28,9/28/2015,19,CL30
NMP/100 ml,CF,2015,9,28,9/28/2015,15,CA50
mg/L,O Dis.,2015,9,28,9/28/2015,10.1,CA50
mg/L,AyG,2015,9,28,9/28/2015,10,CL30
mg/L,O Dis.,2015,9,28,9/28/2015,9.8,CL30
Unid.ph,pH,2015,9,28,9/28/2015,8.34,CL30
Unid.ph,pH,2015,9,28,9/28/2015,8.19,CA50
mg/L,O Dis.,2015,9,28,9/28/2015,8.1,CL20
Unid.ph,pH,2015,9,28,9/28/2015,7.21,CL20
mg/L,SST,2015,9,28,9/28/2015,6.5,CL20
mg/L,DBO5,2015,9,28,9/28/2015,5.9,CL30
mg/L,N tot.,2015,9,28,9/28/2015,4.82,CL20
mg/L,N tot.,2015,9,28,9/28/2015,4.38,CL30
mg/L,N-NO3,2015,9,28,9/28/2015,4.312903226,CL20
mg/L,N-NO3,2015,9,28,9/28/2015,3.766451613,CL30
mg/L,N tot.,2015,9,28,9/28/2015,3.15,CA50
mg/L,N-NO3,2015,9,28,9/28/2015,2.49516129,CA50
mg/L,N-NH4,2015,9,28,9/28/2015,0.521111111,CL20
mg/L,N-NH4,2015,9,28,9/28/2015,0.35,CA50
mg/L,N-NH4,2015,9,28,9/28/2015,0.248888889,CL30
mg/L,P tot.,2015,9,28,9/28/2015,0.05,CA50
mg/L,P tot.,2015,9,28,9/28/2015,0.05,CL20
mg/L,P tot.,2015,9,28,9/28/2015,0.05,CL30
mg/L,N-NO2,2015,9,28,9/28/2015,0.056304348,CA50
mg/L,N-NO2,2015,9,28,9/28/2015,0.012782609,CL30
mg/L,N-NO2,2015,9,28,9/28/2015,0.004565217,CL20
uS/cm,Cond,2015,9,27,9/27/2015,532,RI10
mg/L,SST,2015,9,27,9/27/2015,50,RI10
mg/L,DQO,2015,9,27,9/27/2015,11,RI10
mg/L,AyG,2015,9,27,9/27/2015,10,RI10
mg/L,DBO5,2015,9,27,9/27/2015,9.5,RI10
NMP/100 ml,CF,2015,9,27,9/27/2015,9,RI10
mg/L,O Dis.,2015,9,27,9/27/2015,8.6,RI10
Unid.ph,pH,2015,9,27,9/27/2015,7.98,RI10
mg/L,N tot.,2015,9,27,9/27/2015,4.81,RI10
mg/L,N-NO3,2015,9,27,9/27/2015,4.01483871,RI10
mg/L,N-NH4,2015,9,27,9/27/2015,1.182222222,RI10
mg/L,P tot.,2015,9,27,9/27/2015,0.05,RI10
mg/L,N-NO2,2015,9,27,9/27/2015,0.099826087,RI10
uS/cm,Cond,2015,6,23,6/23/2015,590,RA10
uS/cm,Cond,2015,6,23,6/23/2015,474,TI30
uS/cm,Cond,2015,6,23,6/23/2015,445,TI10
uS/cm,Cond,2015,6,23,6/23/2015,431,TI20
uS/cm,Cond,2015,6,23,6/23/2015,403,CH20
uS/cm,Cond,2015,6,23,6/23/2015,263,CH10
uS/cm,Cond,2015,6,23,6/23/2015,159,CL10
mg/L,SST,2015,6,23,6/23/2015,148,TI20
mg/L,SST,2015,6,23,6/23/2015,28.2,TI10
mg/L,SST,2015,6,23,6/23/2015,14.4,CH20
mg/L,O Dis.,2015,6,23,6/23/2015,12.1,RA10
mg/L,SST,2015,6,23,6/23/2015,12,TI30
mg/L,O Dis.,2015,6,23,6/23/2015,11.5,TI30
mg/L,O Dis.,2015,6,23,6/23/2015,11.1,TI20
mg/L,O Dis.,2015,6,23,6/23/2015,10.2,CL10
mg/L,O Dis.,2015,6,23,6/23/2015,10.1,CH20
mg/L,O Dis.,2015,6,23,6/23/2015,10.1,TI10
mg/L,AyG,2015,6,23,6/23/2015,10,RA10
mg/L,O Dis.,2015,6,23,6/23/2015,9.9,CH10
Unid.ph,pH,2015,6,23,6/23/2015,8.23,RA10
mg/L,DBO5,2015,6,23,6/23/2015,8.2,RA10
Unid.ph,pH,2015,6,23,6/23/2015,8.13,TI30
mg/L,DBO5,2015,6,23,6/23/2015,8,TI10
Unid.ph,pH,2015,6,23,6/23/2015,7.76,CH20
Unid.ph,pH,2015,6,23,6/23/2015,7.74,TI20
Unid.ph,pH,2015,6,23,6/23/2015,7.16,CH10
mg/L,DBO5,2015,6,23,6/23/2015,7.1,TI30
Unid.ph,pH,2015,6,23,6/23/2015,7.06,CL10
Unid.ph,pH,2015,6,23,6/23/2015,6.93,TI10
mg/L,DBO5,2015,6,23,6/23/2015,5.2,CH20
mg/L,SST,2015,6,23,6/23/2015,5,CH10
mg/L,SST,2015,6,23,6/23/2015,5,CL10
mg/L,SST,2015,6,23,6/23/2015,5,RA10
NMP/100 ml,CF,2015,6,23,6/23/2015,2,RA10
mg/L,N tot.,2015,6,23,6/23/2015,1.67,RA10
mg/L,N-NO3,2015,3,24,6/23/2015,1.442608696,RA10
mg/L,P tot.,2015,6,23,6/23/2015,1.2,TI20
mg/L,P tot.,2015,6,23,6/23/2015,1.1,TI10
mg/L,N tot.,2015,6,23,6/23/2015,0.94,TI20
mg/L,P tot.,2015,6,23,6/23/2015,0.9,CL10
mg/L,P tot.,2015,6,23,6/23/2015,0.9,RA10
mg/L,P tot.,2015,6,23,6/23/2015,0.8,CH10
mg/L,P tot.,2015,6,23,6/23/2015,0.8,CH20
mg/L,N tot.,2015,6,23,6/23/2015,0.79,CH10
mg/L,N tot.,2015,6,23,6/23/2015,0.65,CL10
mg/L,P tot.,2015,6,23,6/23/2015,0.6,TI30
mg/L,N-NO3,2015,6,23,6/23/2015,0.334193548,TI20
mg/L,N-NO3,2015,6,23,6/23/2015,0.191935484,CH10
mg/L,N-NO3,2015,6,23,6/23/2015,0.054193548,CL10
mg/L,N-NO2,2015,6,23,6/23/2015,0.004565217,CH10
mg/L,N-NO2,2015,6,23,6/23/2015,0.004565217,CL10
mg/L,N-NO2,2015,6,23,6/23/2015,0.004565217,TI20
mg/L,N-NO2,2014,6,20,6/23/2015,0.003387097,RA10
uS/cm,Cond,2015,6,22,6/22/2015,1050,LC10
NMP/100 ml,CF,2015,6,22,6/22/2015,800,CL30
uS/cm,Cond,2015,6,22,6/22/2015,686,CA60
uS/cm,Cond,2015,6,22,6/22/2015,681,CA50
uS/cm,Cond,2015,6,22,6/22/2015,675,CL30
uS/cm,Cond,2015,6,22,6/22/2015,636,CA20
uS/cm,Cond,2015,6,22,6/22/2015,606,CA10
uS/cm,Cond,2015,6,22,6/22/2015,556,RI10
uS/cm,Cond,2015,6,22,6/22/2015,517,ZA10
uS/cm,Cond,2015,6,22,6/22/2015,408,AV10
NMP/100 ml,CF,2015,6,22,6/22/2015,170,AV10
mg/L,CL-,2015,6,22,6/22/2015,106.95,LC10
mg/L,SST,2015,6,22,6/22/2015,42.2,RI10
mg/L,SST,2015,6,22,6/22/2015,21.3,LC10
mg/L,DBO5,2015,6,22,6/22/2015,15.8,LC10
mg/L,SST,2015,6,22,6/22/2015,13.2,CA50
NMP/100 ml,CF,2015,6,22,6/22/2015,13,ZA10
mg/L,SST,2015,6,22,6/22/2015,12.3,CL30
mg/L,O Dis.,2015,6,22,6/22/2015,11.7,CA10
mg/L,O Dis.,2015,6,22,6/22/2015,10.9,AV10
mg/L,O Dis.,2015,6,22,6/22/2015,10.9,CA60
mg/L,O Dis.,2015,6,22,6/22/2015,10.6,ZA10
mg/L,O Dis.,2015,6,22,6/22/2015,10.5,CL30
mg/L,O Dis.,2015,6,22,6/22/2015,10.3,CA50
mg/L,AyG,2015,6,22,6/22/2015,10,LC10
mg/L,O Dis.,2015,6,22,6/22/2015,9.5,CA20
mg/L,O Dis.,2015,6,22,6/22/2015,9,LC10
NMP/100 ml,CF,2015,6,22,6/22/2015,9,RI10
mg/L,O Dis.,2015,6,22,6/22/2015,8.5,RI10
Unid.ph,pH,2015,6,22,6/22/2015,7.78,CA20
mg/L,SST,2015,6,22,6/22/2015,7.7,CA20
mg/L,DBO5,2015,6,22,6/22/2015,7.4,ZA10
Unid.ph,pH,2015,6,22,6/22/2015,7.39,LC10
Unid.ph,pH,2015,6,22,6/22/2015,7.28,AV10
mg/L,DBO5,2015,6,22,6/22/2015,7.2,CA60
Unid.ph,pH,2015,6,22,6/22/2015,7.06,CL30
Unid.ph,pH,2015,6,22,6/22/2015,7.03,CA10
Unid.ph,pH,2015,6,22,6/22/2015,7.03,ZA10
mg/L,SST,2015,6,22,6/22/2015,7,CA60
Unid.ph,pH,2015,6,22,6/22/2015,6.93,CA60
Unid.ph,pH,2015,6,22,6/22/2015,6.89,RI10
Unid.ph,pH,2015,6,22,6/22/2015,6.74,CA50
mg/L,N-NH4,2015,6,22,6/22/2015,6.634444444,LC10
mg/L,DBO5,2015,6,22,6/22/2015,6.1,RI10
NMP/100 ml,CF,2015,6,22,6/22/2015,6,LC10
mg/L,DBO5,2015,6,22,6/22/2015,5,AV10
mg/L,SST,2015,6,22,6/22/2015,5,AV10
mg/L,SST,2015,6,22,6/22/2015,5,CA10
mg/L,SST,2015,6,22,6/22/2015,5,ZA10
mg/L,DBO5,2015,6,22,6/22/2015,4.6,CL30
mg/L,N tot.,2015,6,22,6/22/2015,4.52,CA50
mg/L,N-NO3,2015,6,22,6/22/2015,4.222580645,RI10
mg/L,N-NO3,2015,6,22,6/22/2015,3.714516129,CL30
mg/L,N-NO3,2015,6,22,6/22/2015,3.61516129,CA50
mg/L,N-NO3,2015,6,22,6/22/2015,3.369032258,AV10
mg/L,N-NO3,2015,6,22,6/22/2015,3.247096774,ZA10
mg/L,N tot.,2015,6,22,6/22/2015,3.22,LC10
mg/L,N-NO3,2015,6,22,6/22/2015,3.156774194,CA60
mg/L,P tot.,2015,6,22,6/22/2015,2.5,LC10
mg/L,N-NO3,2015,6,22,6/22/2015,1.763548387,LC10
mg/L,N tot.,2015,6,22,6/22/2015,1.51,CA20
mg/L,P tot.,2015,6,22,6/22/2015,1.5,CA20
mg/L,P tot.,2015,6,22,6/22/2015,1.1,RI10
mg/L,P tot.,2015,6,22,6/22/2015,0.9,CA60
mg/L,P tot.,2015,6,22,6/22/2015,0.8,CL30
mg/L,P tot.,2015,6,22,6/22/2015,0.7,AV10
mg/L,N-NO3,2015,6,22,6/22/2015,0.7,CA20
mg/L,P tot.,2015,6,22,6/22/2015,0.6,ZA10
mg/L,N-NO2,2015,6,22,6/22/2015,0.553304348,LC10
mg/L,P tot.,2015,6,22,6/22/2015,0.4,CA50
mg/L,P tot.,2015,6,22,6/22/2015,0.3,CA10
mg/L,N-NO2,2015,6,22,6/22/2015,0.005173913,CA20
mg/L,N-NO2,2015,6,22,6/22/2015,0.005173913,CA50
NMP/100 ml,CF,2015,3,25,3/25/2015,800,TI20
uS/cm,Cond,2015,3,25,3/25/2015,559,CH10
uS/cm,Cond,2015,3,25,3/25/2015,455,TI20
uS/cm,Cond,2015,3,25,3/25/2015,371,CH20
uS/cm,Cond,2015,3,25,3/25/2015,152,CL10-ti
mg/L,SO4,2015,3,25,3/25/2015,65,TI20
mg/L,CL-,2015,3,25,3/25/2015,56.98,CH10
mg/L,SO4,2015,3,25,3/25/2015,56,CH20
mg/L,SO4,2015,3,25,3/25/2015,54,CH10
mg/L,CL-,2015,3,25,3/25/2015,24.32,CH20
NMP/100 ml,CF,2015,3,25,3/25/2015,17,CH10
mg/L,SO4,2015,3,25,3/25/2015,16,CL10-ti
mg/L,SST,2015,3,25,3/25/2015,14.8,TI20
mg/L,CL-,2015,3,25,3/25/2015,12.51,TI20
mg/L,AyG,2015,3,25,3/25/2015,10,CH10
mg/L,AyG,2015,3,25,3/25/2015,10,CH20
mg/L,AyG,2015,3,25,3/25/2015,10,CL10-ti
mg/L,AyG,2015,3,25,3/25/2015,10,TI20
NMP/100 ml,CF,2015,3,25,3/25/2015,9,CL10-ti
Unid.ph,pH,2015,3,25,3/25/2015,8.63,CL10-ti
Unid.ph,pH,2015,3,25,3/25/2015,8.54,TI20
Unid.ph,pH,2015,3,25,3/25/2015,8.11,CH20
Unid.ph,pH,2015,3,25,3/25/2015,7.3,CH10
mg/L,DBO5,2015,3,25,3/25/2015,6.9,TI20
mg/L,DBO5,2015,3,25,3/25/2015,6.1,CL10-ti
NMP/100 ml,CF,2015,3,25,3/25/2015,6,CH20
mg/L,SST,2015,3,25,3/25/2015,5.2,CL10-ti
mg/L,SST,2015,3,25,3/25/2015,5,CH10
mg/L,SST,2015,3,25,3/25/2015,5,CH20
mg/L,DBO5,2015,3,25,3/25/2015,4.8,CH10
mg/L,CL-,2015,3,25,3/25/2015,4.17,CL10-ti
mg/L,DBO5,2015,3,25,3/25/2015,3.3,CH20
mg/L,N tot.,2015,3,25,3/25/2015,2.04,CH20
mg/L,P tot.,2015,3,25,3/25/2015,1.3,CH10
mg/L,N-NO3,2015,3,25,3/25/2015,1.287096774,CH20
mg/L,P tot.,2015,3,25,3/25/2015,0.9,CH20
mg/L,N-NO3,2015,3,25,3/25/2015,0.67516129,TI20
mg/L,Fe,2015,3,25,3/25/2015,0.49,TI20
mg/L,Fe,2015,3,25,3/25/2015,0.28,CL10-ti
mg/L,N-NO3,2015,3,25,3/25/2015,0.257419355,CL10-ti
mg/L,Fe,2015,3,25,3/25/2015,0.17,CH10
mg/L,N-NO3,2015,3,25,3/25/2015,0.162580645,CH10
mg/L,N-NH4,2015,3,25,3/25/2015,0.14,TI20
mg/L,N-NH4,2015,3,25,3/25/2015,0.116666667,CH10
mg/L,N-NH4,2015,3,25,3/25/2015,0.101111111,CH20
mg/L,P tot.,2015,3,25,3/25/2015,0.05,CL10-ti
mg/L,P tot.,2015,3,25,3/25/2015,0.05,TI20
mg/L,Fe,2015,3,25,3/25/2015,0.07,CH20
mg/L,Al,2015,3,25,3/25/2015,0.05,CH10
mg/L,N-NO2,2015,3,25,3/25/2015,0.020086957,CH20
mg/L,Cu,2015,3,25,3/25/2015,0.01,CH10
mg/L,Mn,2015,3,25,3/25/2015,0.01,CH10
mg/L,Zn,2015,3,25,3/25/2015,0.01,CH10
mg/L,Cu,2015,3,25,3/25/2015,0.01,CH20
mg/L,Cu,2015,3,25,3/25/2015,0.01,CL10-ti
mg/L,Cu,2015,3,25,3/25/2015,0.01,TI20
mg/L,Mo,2015,3,25,3/25/2015,5,CH10
mg/L,As,2015,3,25,3/25/2015,1,CH10
NMP/100 ml,CF,2015,3,24,3/24/2015,1300,ZA10
NMP/100 ml,CF,2015,3,24,3/24/2015,800,CL30
uS/cm,Cond,2015,3,24,3/24/2015,658,CL30
uS/cm,Cond,2015,3,24,3/24/2015,571,RI10
uS/cm,Cond,2015,3,24,3/24/2015,569,TI30
uS/cm,Cond,2015,3,24,3/24/2015,550,RA10
uS/cm,Cond,2015,3,24,3/24/2015,530,ZA10
NMP/100 ml,CF,2015,3,24,3/24/2015,500,TI30
uS/cm,Cond,2015,3,24,3/24/2015,417,AV10
NMP/100 ml,CF,2015,3,24,3/24/2015,300,CL10
NMP/100 ml,CF,2015,3,24,3/24/2015,300,CL20
uS/cm,Cond,2015,3,24,3/24/2015,135,CL20
uS/cm,Cond,2015,3,24,3/24/2015,114,CL10
mg/L,SO4,2015,3,24,3/24/2015,67,TI30
mg/L,SST,2015,3,24,3/24/2015,54,AV10
mg/L,SO4,2015,3,24,3/24/2015,48,CL10
mg/L,SST,2015,3,24,3/24/2015,43.5,RI10
mg/L,CL-,2015,3,24,3/24/2015,39.61,CL30
mg/L,CL-,2015,3,24,3/24/2015,34.74,RI10
mg/L,CL-,2015,3,24,3/24/2015,32.66,TI30
mg/L,SST,2015,3,24,3/24/2015,29.8,TI30
mg/L,CL-,2015,3,24,3/24/2015,28.49,ZA10
mg/L,SST,2015,3,24,3/24/2015,27.3,CL30
NMP/100 ml,CF,2015,3,24,3/24/2015,19,AV10
NMP/100 ml,CF,2015,3,24,3/24/2015,19,RI10
mg/L,SST,2015,3,24,3/24/2015,18.9,ZA10
mg/L,DQO,2015,3,24,3/24/2015,18,ZA10
mg/L,DQO,2015,3,24,3/24/2015,13,CL30
NMP/100 ml,CF,2015,3,24,3/24/2015,13,RA10
mg/L,DQO,2015,3,24,3/24/2015,11,RI10
mg/L,O Dis.,2015,3,24,3/24/2015,10.9,CL20
mg/L,O Dis.,2015,3,24,3/24/2015,10.7,CL10
mg/L,AyG,2015,3,24,3/24/2015,10,AV10
mg/L,AyG,2015,3,24,3/24/2015,10,TI30
mg/L,O Dis.,2015,3,24,3/24/2015,9.8,TI30
mg/L,O Dis.,2015,3,24,3/24/2015,9.6,ZA10
mg/L,O Dis.,2015,3,24,3/24/2015,9.3,CL30
mg/L,O Dis.,2015,3,24,3/24/2015,9,RA10
mg/L,O Dis.,2015,3,24,3/24/2015,8.8,AV10
mg/L,SST,2015,3,24,3/24/2015,8.6,CL20
mg/L,O Dis.,2015,3,24,3/24/2015,8.5,RI10
Unid.ph,pH,2015,3,24,3/24/2015,8.32,CL30
Unid.ph,pH,2015,3,24,3/24/2015,8.29,RA10
Unid.ph,pH,2015,3,24,3/24/2015,7.89,TI30
Unid.ph,pH,2015,3,24,3/24/2015,7.87,ZA10
Unid.ph,pH,2015,3,24,3/24/2015,7.59,RI10
Unid.ph,pH,2015,3,24,3/24/2015,7.48,CL10
Unid.ph,pH,2015,3,24,3/24/2015,7.39,CL20
Unid.ph,pH,2015,3,24,3/24/2015,7.18,AV10
mg/L,DBO5,2015,3,24,3/24/2015,5.8,RA10
mg/L,N tot.,2015,3,24,3/24/2015,5.69,RI10
mg/L,N tot.,2015,3,24,3/24/2015,5.18,AV10
