Unidad,Parametro,A�o,Mes,D�a,Fecha,Valor,Area
mg/L,O Dis.,2009,12,2,12/2/2009,11.8,AV10
mg/L,SO4,2009,12,2,12/2/2009,11,CL30
mg/L,CL-,2009,12,2,12/2/2009,10.48,AV10
mg/L,O Dis.,2009,12,2,12/2/2009,10,CL20
mg/L,O Dis.,2009,12,2,12/2/2009,9.9,CL10
mg/L,AyG,2009,12,2,12/2/2009,9.8,CL30
mg/L,O Dis.,2009,12,2,12/2/2009,9.1,CL30
mg/L,O Dis.,2009,12,2,12/2/2009,9,CA60
mg/L,SO4,2009,12,2,12/2/2009,9,RI10
Unid.ph,pH,2009,12,2,12/2/2009,8.4,AV10
mg/L,O Dis.,2009,12,2,12/2/2009,8.4,RI10
Unid.ph,pH,2009,12,2,12/2/2009,8.1,CA60
Unid.ph,pH,2009,12,2,12/2/2009,8.1,CL30
Unid.ph,pH,2009,12,2,12/2/2009,8.1,RI10
Unid.ph,pH,2009,12,2,12/2/2009,7.8,CL20
mg/L,O Dis.,2009,12,2,12/2/2009,7.7,ZA10
Unid.ph,pH,2009,12,2,12/2/2009,7.7,ZA10
Unid.ph,pH,2009,12,2,12/2/2009,7.4,CL10
mg/L,Fe,2009,12,2,12/2/2009,7.16,RI10
mg/L,SO4,2009,12,2,12/2/2009,7,CA60
mg/L,SST,2009,12,2,12/2/2009,6,CL10
mg/L,SO4,2009,12,2,12/2/2009,6,ZA10
mg/L,Al,2009,12,2,12/2/2009,5.21,RI10
mg/L,AyG,2009,12,2,12/2/2009,5,AV10
mg/L,AyG,2009,12,2,12/2/2009,5,CA60
mg/L,AyG,2009,12,2,12/2/2009,5,CL20
mg/L,AyG,2009,12,2,12/2/2009,5,ZA10
mg/L,Fe,2009,12,2,12/2/2009,4.24,AV10
mg/L,Fe,2009,12,2,12/2/2009,3.2,CA60
mg/L,Fe,2009,12,2,12/2/2009,3.13,CL30
mg/L,Al,2009,12,2,12/2/2009,2.79,CL30
mg/L,CL-,2009,12,2,12/2/2009,2.5,CL10
mg/L,Al,2009,12,2,12/2/2009,2.4,CA60
mg/L,DBO5,2009,12,2,12/2/2009,2.4,RI10
mg/L,DBO5,2009,12,2,12/2/2009,2,AV10
mg/L,DBO5,2009,12,2,12/2/2009,2,CA60
mg/L,DBO5,2009,12,2,12/2/2009,2,CL30
mg/L,DBO5,2009,12,2,12/2/2009,2,ZA10
mg/L,Al,2009,12,2,12/2/2009,1.75,AV10
mg/L,Al,2009,12,2,12/2/2009,1.18,ZA10
mg/L,Fe,2009,12,2,12/2/2009,1,ZA10
mg/L,Al,2009,12,2,12/2/2009,0.24,CL10
mg/L,Fe,2009,12,2,12/2/2009,0.18,CL10
mg/L,Mn,2009,12,2,12/2/2009,0.18,RI10
mg/L,N-NH4,2009,12,2,12/2/2009,0.155555556,CA60
mg/L,Mn,2009,12,2,12/2/2009,0.11,CA60
mg/L,Mn,2009,12,2,12/2/2009,0.09,AV10
mg/L,Mn,2009,12,2,12/2/2009,0.09,CL30
mg/L,N-NO2,2009,12,2,12/2/2009,0.072130435,RI10
mg/L,Cu,2009,12,2,12/2/2009,0.07,CA60
mg/L,N-NO2,2009,12,2,12/2/2009,63,AV10
mg/L,N-NH4,2009,12,2,12/2/2009,0.054444444,CL30
mg/L,Cu,2009,12,2,12/2/2009,0.05,RI10
mg/L,Mn,2009,12,2,12/2/2009,0.05,ZA10
mg/L,Cu,2009,12,2,12/2/2009,0.04,CL30
mg/L,N-NO2,2009,12,2,12/2/2009,0.036217391,ZA10
mg/L,Cu,2009,12,2,12/2/2009,0.03,AV10
mg/L,Cu,2009,12,2,12/2/2009,0.03,CL10
mg/L,Cu,2009,12,2,12/2/2009,0.03,ZA10
mg/L,N-NO2,2009,12,2,12/2/2009,0.02526087,CL30
mg/L,Zn,2009,12,2,12/2/2009,0.02,CA60
mg/L,Mn,2009,12,2,12/2/2009,0.02,CL10
mg/L,Zn,2009,12,2,12/2/2009,0.02,CL10
mg/L,Zn,2009,12,2,12/2/2009,0.02,CL30
mg/L,As,2009,12,2,12/2/2009,0.0089,CA60
mg/L,N-NO2,2009,12,2,12/2/2009,0.008217391,CA60
mg/L,As,2009,12,2,12/2/2009,0.0064,CL30
mg/L,Mo,2009,12,2,12/2/2009,3,CA60
mg/L,As,2009,12,2,12/2/2009,3,CL10
mg/L,Mo,2009,12,2,12/2/2009,3,CL10
mg/L,Mo,2009,12,2,12/2/2009,3,CL30
NMP/100 ml,CF,2009,12,1,12/1/2009,13000,CA40
NMP/100 ml,CF,2009,12,1,12/1/2009,5000,CA50
NMP/100 ml,CF,2009,12,1,12/1/2009,1700,CA30
NMP/100 ml,CF,2009,12,1,12/1/2009,700,LC10
NMP/100 ml,CF,2009,12,1,12/1/2009,500,CA10
uS/cm,Cond,2009,12,1,12/1/2009,447,CA50
mg/L,SST,2009,12,1,12/1/2009,439,CA30
uS/cm,Cond,2009,12,1,12/1/2009,394,LC10
uS/cm,Cond,2009,12,1,12/1/2009,390,CA10
uS/cm,Cond,2009,12,1,12/1/2009,364,CA40
uS/cm,Cond,2009,12,1,12/1/2009,335,CA30
mg/L,SST,2009,12,1,12/1/2009,266,LC10
mg/L,SST,2009,12,1,12/1/2009,247,CA40
mg/L,SST,2009,12,1,12/1/2009,174,CA10
mg/L,SST,2009,12,1,12/1/2009,157,CA50
mg/L,SO4,2009,12,1,12/1/2009,39,LC10
mg/L,SO4,2009,12,1,12/1/2009,38,CA30
mg/L,CL-,2009,12,1,12/1/2009,37.02,CA10
mg/L,CL-,2009,12,1,12/1/2009,34.92,CA50
mg/L,CL-,2009,12,1,12/1/2009,33.52,LC10
mg/L,CL-,2009,12,1,12/1/2009,31.43,CA40
mg/L,SO4,2009,12,1,12/1/2009,28,CA10
mg/L,CL-,2009,12,1,12/1/2009,27.94,CA30
mg/L,SO4,2009,12,1,12/1/2009,25,CA40
mg/L,Fe,2009,12,1,12/1/2009,22.66,CA30
mg/L,Fe,2009,12,1,12/1/2009,17.21,LC10
mg/L,Fe,2009,12,1,12/1/2009,15.11,CA40
mg/L,Al,2009,12,1,12/1/2009,13.64,LC10
mg/L,Al,2009,12,1,12/1/2009,13.14,CA30
mg/L,O Dis.,2009,12,1,12/1/2009,10.9,CA30
mg/L,O Dis.,2009,12,1,12/1/2009,10.6,CA10
mg/L,SO4,2009,12,1,12/1/2009,10,CA50
mg/L,Al,2009,12,1,12/1/2009,9.88,CA40
mg/L,Fe,2009,12,1,12/1/2009,9.71,CA10
mg/L,O Dis.,2009,12,1,12/1/2009,9.4,CA50
mg/L,O Dis.,2009,12,1,12/1/2009,9.2,CA40
Unid.ph,pH,2009,12,1,12/1/2009,8.4,CA30
Unid.ph,pH,2009,12,1,12/1/2009,8,CA40
Unid.ph,pH,2009,12,1,12/1/2009,8,CA50
mg/L,AyG,2009,12,1,12/1/2009,7.9,LC10
mg/L,O Dis.,2009,12,1,12/1/2009,7.9,LC10
Unid.ph,pH,2009,12,1,12/1/2009,7.8,CA10
mg/L,Fe,2009,12,1,12/1/2009,7.71,CA50
Unid.ph,pH,2009,12,1,12/1/2009,7.5,LC10
mg/L,Al,2009,12,1,12/1/2009,7.03,CA10
mg/L,DBO5,2009,12,1,12/1/2009,6.6,LC10
mg/L,Al,2009,12,1,12/1/2009,5.5,CA50
mg/L,AyG,2009,12,1,12/1/2009,5,CA30
mg/L,AyG,2009,12,1,12/1/2009,5,CA40
mg/L,AyG,2009,12,1,12/1/2009,5,CA50
mg/L,DBO5,2009,12,1,12/1/2009,2.1,CA50
mg/L,DBO5,2009,12,1,12/1/2009,2,CA10
mg/L,DBO5,2009,12,1,12/1/2009,2,CA30
mg/L,DBO5,2009,12,1,12/1/2009,2,CA40
mg/L,N-NH4,2009,12,1,12/1/2009,1.252222222,LC10
mg/L,Mn,2009,12,1,12/1/2009,0.49,CA30
mg/L,Cu,2009,12,1,12/1/2009,0.44,CA30
mg/L,Mn,2009,12,1,12/1/2009,0.42,LC10
mg/L,Mn,2009,12,1,12/1/2009,0.35,CA40
mg/L,Mn,2009,12,1,12/1/2009,0.3,CA10
mg/L,Cu,2009,12,1,12/1/2009,0.28,CA40
mg/L,Cu,2009,12,1,12/1/2009,0.27,LC10
mg/L,N-NH4,2009,12,1,12/1/2009,0.248888889,CA40
mg/L,Mn,2009,12,1,12/1/2009,0.19,CA50
mg/L,N-NO2,2009,12,1,12/1/2009,0.185043478,LC10
mg/L,Cu,2009,12,1,12/1/2009,0.17,CA50
mg/L,N-NH4,2009,12,1,12/1/2009,0.14,CA30
mg/L,N-NH4,2009,12,1,12/1/2009,0.14,CA50
mg/L,Zn,2009,12,1,12/1/2009,0.08,CA30
mg/L,N-NO2,2009,12,1,12/1/2009,0.067869565,CA40
mg/L,Zn,2009,12,1,12/1/2009,0.06,CA40
mg/L,Zn,2009,12,1,12/1/2009,0.06,LC10
mg/L,N-NO2,2009,12,1,12/1/2009,0.051434783,CA50
mg/L,Zn,2009,12,1,12/1/2009,0.04,CA50
mg/L,Cu,2009,12,1,12/1/2009,0.03,CA10
mg/L,As,2009,12,1,12/1/2009,0.0269,LC10
mg/L,As,2009,12,1,12/1/2009,0.0264,CA30
mg/L,As,2009,12,1,12/1/2009,0.0229,CA40
mg/L,Zn,2009,12,1,12/1/2009,0.02,CA10
mg/L,As,2009,12,1,12/1/2009,0.0199,CA10
mg/L,As,2009,12,1,12/1/2009,15,CA50
mg/L,N-NO2,2009,12,1,12/1/2009,0.004565217,CA30
mg/L,Mo,2009,12,1,12/1/2009,3,CA10
mg/L,Mo,2009,12,1,12/1/2009,3,CA30
mg/L,Mo,2009,12,1,12/1/2009,3,CA40
mg/L,Mo,2009,12,1,12/1/2009,3,CA50
mg/L,Mo,2009,12,1,12/1/2009,3,LC10
NMP/100 ml,CF,2009,9,14,9/14/2009,500,TI30
NMP/100 ml,CF,2009,9,14,9/14/2009,300,CH10
uS/cm,Cond,2009,9,14,9/14/2009,300,CH20
NMP/100 ml,CF,2009,9,14,9/14/2009,300,TI10
uS/cm,Cond,2009,9,14,9/14/2009,273,TI30
uS/cm,Cond,2009,9,14,9/14/2009,236,TI10
uS/cm,Cond,2009,9,14,9/14/2009,209,TI20
NMP/100 ml,CF,2009,9,14,9/14/2009,170,CH20
uS/cm,Cond,2009,9,14,9/14/2009,159,CH10
mg/L,SST,2009,9,14,9/14/2009,98,TI10
mg/L,SST,2009,9,14,9/14/2009,90,TI20
uS/cm,Cond,2009,9,14,9/14/2009,75.7,CL10-ti
mg/L,SST,2009,9,14,9/14/2009,66,TI30
NMP/100 ml,CF,2009,9,14,9/14/2009,50,CL10-ti
mg/L,SO4,2009,9,14,9/14/2009,41,CH20
mg/L,SO4,2009,9,14,9/14/2009,39,TI30
mg/L,SO4,2009,9,14,9/14/2009,34,TI10
NMP/100 ml,CF,2009,9,14,9/14/2009,30,TI20
mg/L,SST,2009,9,14,9/14/2009,24.1,CH20
mg/L,SO4,2009,9,14,9/14/2009,24,TI20
mg/L,CL-,2009,9,14,9/14/2009,21.17,CH20
mg/L,SST,2009,9,14,9/14/2009,19.8,CL10-ti
mg/L,SO4,2009,9,14,9/14/2009,16,CH10
mg/L,CL-,2009,9,14,9/14/2009,14.82,TI30
mg/L,AyG,2009,9,14,9/14/2009,14.3,TI30
mg/L,AyG,2009,9,14,9/14/2009,12.7,TI20
mg/L,O Dis.,2009,9,14,9/14/2009,11.2,TI30
mg/L,O Dis.,2009,9,14,9/14/2009,10.3,CH10
mg/L,O Dis.,2009,9,14,9/14/2009,10.1,CL10-ti
mg/L,CL-,2009,9,14,9/14/2009,9.88,TI10
mg/L,O Dis.,2009,9,14,9/14/2009,9.8,TI10
mg/L,O Dis.,2009,9,14,9/14/2009,9.6,CH20
mg/L,AyG,2009,9,14,9/14/2009,9.4,CH10
mg/L,O Dis.,2009,9,14,9/14/2009,9.4,TI20
Unid.ph,pH,2009,9,14,9/14/2009,7.9,CL10-ti
Unid.ph,pH,2009,9,14,9/14/2009,7.8,TI20
Unid.ph,pH,2009,9,14,9/14/2009,7.8,TI30
mg/L,CL-,2009,9,14,9/14/2009,7.76,CH10
Unid.ph,pH,2009,9,14,9/14/2009,7.7,CH10
Unid.ph,pH,2009,9,14,9/14/2009,7.7,CH20
Unid.ph,pH,2009,9,14,9/14/2009,7.7,TI10
mg/L,AyG,2009,9,14,9/14/2009,7.6,CH20
mg/L,CL-,2009,9,14,9/14/2009,7.06,TI20
mg/L,SST,2009,9,14,9/14/2009,5.7,CH10
mg/L,AyG,2009,9,14,9/14/2009,5,CL10-ti
mg/L,AyG,2009,9,14,9/14/2009,5,TI10
mg/L,Al,2009,9,14,9/14/2009,4.85,TI20
mg/L,Al,2009,9,14,9/14/2009,4.7,TI10
mg/L,Fe,2009,9,14,9/14/2009,3.74,TI10
mg/L,Fe,2009,9,14,9/14/2009,3.37,TI20
mg/L,Al,2009,9,14,9/14/2009,2.92,TI30
mg/L,Fe,2009,9,14,9/14/2009,2.89,TI30
mg/L,CL-,2009,9,14,9/14/2009,2.5,CL10-ti
mg/L,DBO5,2009,9,14,9/14/2009,2,CH10
mg/L,DBO5,2009,9,14,9/14/2009,2,CH20
mg/L,DBO5,2009,9,14,9/14/2009,2,CL10-ti
mg/L,DBO5,2009,9,14,9/14/2009,2,TI10
mg/L,DBO5,2009,9,14,9/14/2009,2,TI20
mg/L,DBO5,2009,9,14,9/14/2009,2,TI30
mg/L,Al,2009,9,14,9/14/2009,1.38,CH20
mg/L,Al,2009,9,14,9/14/2009,1.13,CL10-ti
mg/L,Fe,2009,9,14,9/14/2009,1.1,CH20
mg/L,Fe,2009,9,14,9/14/2009,1.01,CL10-ti
mg/L,SO4,2009,9,14,9/14/2009,1,CL10-ti
mg/L,N-NH4,2009,9,14,9/14/2009,0.847777778,TI20
mg/L,Fe,2009,9,14,9/14/2009,0.43,CH10
mg/L,Al,2009,9,14,9/14/2009,0.38,CH10
mg/L,N-NH4,2009,9,14,9/14/2009,0.295555556,CH20
mg/L,Mn,2009,9,14,9/14/2009,0.13,TI10
mg/L,N-NH4,2009,9,14,9/14/2009,0.124444444,TI30
mg/L,N-NH4,2009,9,14,9/14/2009,0.116666667,CL10-ti
mg/L,Mn,2009,9,14,9/14/2009,0.11,TI30
mg/L,N-NH4,2009,9,14,9/14/2009,0.101111111,TI10
mg/L,Mn,2009,9,14,9/14/2009,0.1,TI20
mg/L,N-NH4,2009,9,14,9/14/2009,0.093333333,CH10
mg/L,Mn,2009,9,14,9/14/2009,0.06,CH20
mg/L,Cu,2009,9,14,9/14/2009,0.03,CH10
mg/L,Cu,2009,9,14,9/14/2009,0.03,CH20
mg/L,Cu,2009,9,14,9/14/2009,0.03,CL10-ti
mg/L,Mn,2009,9,14,9/14/2009,0.03,CL10-ti
mg/L,Cu,2009,9,14,9/14/2009,0.03,TI10
mg/L,Cu,2009,9,14,9/14/2009,0.03,TI20
mg/L,Cu,2009,9,14,9/14/2009,0.03,TI30
mg/L,Mn,2009,9,14,9/14/2009,0.02,CH10
mg/L,N-NO2,2009,9,14,9/14/2009,0.009434783,CH20
mg/L,N-NO2,2009,9,14,9/14/2009,0.004565217,CH10
mg/L,N-NO2,2009,9,14,9/14/2009,0.004565217,CL10-ti
mg/L,N-NO2,2009,9,14,9/14/2009,0.004565217,TI10
mg/L,N-NO2,2009,9,14,9/14/2009,0.004565217,TI20
mg/L,N-NO2,2009,9,14,9/14/2009,0.004565217,TI30
NMP/100 ml,CF,2009,9,2,9/2/2009,90000,ZA10
NMP/100 ml,CF,2009,9,2,9/2/2009,7000,RI10
uS/cm,Cond,2009,9,2,9/2/2009,382,RI10
uS/cm,Cond,2009,9,2,9/2/2009,350,ZA10
uS/cm,Cond,2009,9,2,9/2/2009,234,AV10
NMP/100 ml,CF,2009,9,2,9/2/2009,110,AV10
uS/cm,Cond,2009,9,2,9/2/2009,106,CL20
mg/L,Fe,2009,9,2,9/2/2009,106,RI10
mg/L,SO4,2009,9,2,9/2/2009,36,ZA10
mg/L,SO4,2009,9,2,9/2/2009,32,RI10
mg/L,AyG,2009,9,2,9/2/2009,31.7,ZA10
mg/L,SST,2009,9,2,9/2/2009,24.3,RI10
mg/L,SO4,2009,9,2,9/2/2009,21,AV10
NMP/100 ml,CF,2009,9,2,9/2/2009,17,CL20
mg/L,SST,2009,9,2,9/2/2009,16.1,ZA10
mg/L,CL-,2009,9,2,9/2/2009,14.11,RI10
mg/L,CL-,2009,9,2,9/2/2009,12.7,ZA10
mg/L,O Dis.,2009,9,2,9/2/2009,10.4,CL20
mg/L,O Dis.,2009,9,2,9/2/2009,10.1,AV10
mg/L,O Dis.,2009,9,2,9/2/2009,8.8,ZA10
mg/L,O Dis.,2009,9,2,9/2/2009,8.6,RI10
Unid.ph,pH,2009,9,2,9/2/2009,7.9,AV10
Unid.ph,pH,2009,9,2,9/2/2009,7.8,CL20
mg/L,CL-,2009,9,2,9/2/2009,7.76,AV10
Unid.ph,pH,2009,9,2,9/2/2009,7.7,ZA10
mg/L,AyG,2009,9,2,9/2/2009,7.6,RI10
Unid.ph,pH,2009,9,2,9/2/2009,7.6,RI10
mg/L,SST,2009,9,2,9/2/2009,6.3,AV10
mg/L,AyG,2009,9,2,9/2/2009,5,AV10
mg/L,AyG,2009,9,2,9/2/2009,5,CL20
mg/L,DBO5,2009,9,2,9/2/2009,3.6,RI10
mg/L,DBO5,2009,9,2,9/2/2009,2.7,ZA10
mg/L,DBO5,2009,9,2,9/2/2009,2,AV10
mg/L,Al,2009,9,2,9/2/2009,0.91,RI10
mg/L,Fe,2009,9,2,9/2/2009,0.57,ZA10
mg/L,Al,2009,9,2,9/2/2009,0.51,ZA10
mg/L,Al,2009,9,2,9/2/2009,0.36,AV10
mg/L,Fe,2009,9,2,9/2/2009,0.31,AV10
mg/L,N-NO2,2009,9,2,9/2/2009,0.166173913,RI10
mg/L,N-NO2,2009,9,2,9/2/2009,0.108956522,ZA10
mg/L,Mn,2009,9,2,9/2/2009,0.07,RI10
mg/L,N-NO2,2009,9,2,9/2/2009,0.065434783,AV10
mg/L,Mn,2009,9,2,9/2/2009,0.05,ZA10
mg/L,Mn,2009,9,2,9/2/2009,0.04,AV10
mg/L,Cu,2009,9,2,9/2/2009,0.03,AV10
mg/L,Cu,2009,9,2,9/2/2009,0.03,RI10
mg/L,Cu,2009,9,2,9/2/2009,0.03,ZA10
NMP/100 ml,CF,2009,9,1,9/1/2009,30000,LC10
NMP/100 ml,CF,2009,9,1,9/1/2009,5000,CA20
NMP/100 ml,CF,2009,9,1,9/1/2009,1700,CA50
NMP/100 ml,CF,2009,9,1,9/1/2009,1300,CA60
NMP/100 ml,CF,2009,9,1,9/1/2009,900,CL30
uS/cm,Cond,2009,9,1,9/1/2009,852,LC10
uS/cm,Cond,2009,9,1,9/1/2009,515,CL30
uS/cm,Cond,2009,9,1,9/1/2009,486,CA60
uS/cm,Cond,2009,9,1,9/1/2009,479,CA10
uS/cm,Cond,2009,9,1,9/1/2009,460,CA50
uS/cm,Cond,2009,9,1,9/1/2009,436,CA20
uS/cm,Cond,2009,9,1,9/1/2009,409,CA40
uS/cm,Cond,2009,9,1,9/1/2009,394,CA30
NMP/100 ml,CF,2009,9,1,9/1/2009,140,CA40
NMP/100 ml,CF,2009,9,1,9/1/2009,110,CA30
uS/cm,Cond,2009,9,1,9/1/2009,88.4,CL10
mg/L,SST,2009,9,1,9/1/2009,87,CA50
mg/L,SO4,2009,9,1,9/1/2009,76,CA60
mg/L,SO4,2009,9,1,9/1/2009,73,CL30
mg/L,SO4,2009,9,1,9/1/2009,71,CA10
mg/L,SO4,2009,9,1,9/1/2009,68,LC10
mg/L,SO4,2009,9,1,9/1/2009,67,CA20
mg/L,CL-,2009,9,1,9/1/2009,63.5,LC10
mg/L,SO4,2009,9,1,9/1/2009,63,CA40
mg/L,SO4,2009,9,1,9/1/2009,63,CA50
mg/L,SST,2009,9,1,9/1/2009,59,CA30
mg/L,CL-,2009,9,1,9/1/2009,55.03,CA10
mg/L,SO4,2009,9,1,9/1/2009,53,CA30
mg/L,SST,2009,9,1,9/1/2009,52,CA40
mg/L,SST,2009,9,1,9/1/2009,49.4,CA60
mg/L,CL-,2009,9,1,9/1/2009,39.51,CA20
mg/L,CL-,2009,9,1,9/1/2009,39.51,CA30
mg/L,CL-,2009,9,1,9/1/2009,39.51,CA40
mg/L,CL-,2009,9,1,9/1/2009,36.69,CA50
mg/L,N-NH4,2009,9,1,9/1/2009,34.45555556,LC10
mg/L,CL-,2009,9,1,9/1/2009,31.75,CA60
mg/L,SST,2009,9,1,9/1/2009,30.5,CA10
mg/L,SST,2009,9,1,9/1/2009,27.5,LC10
mg/L,CL-,2009,9,1,9/1/2009,26.81,CL30
mg/L,SST,2009,9,1,9/1/2009,25.8,CA20
mg/L,SST,2009,9,1,9/1/2009,16.6,CL30
mg/L,DBO5,2009,9,1,9/1/2009,14.8,LC10
mg/L,O Dis.,2009,9,1,9/1/2009,10.6,CA30
mg/L,O Dis.,2009,9,1,9/1/2009,10.5,CA10
mg/L,O Dis.,2009,9,1,9/1/2009,10.3,CL10
mg/L,O Dis.,2009,9,1,9/1/2009,10,CA40
mg/L,O Dis.,2009,9,1,9/1/2009,10,CA60
mg/L,O Dis.,2009,9,1,9/1/2009,9.9,CA50
mg/L,AyG,2009,9,1,9/1/2009,9.7,CL30
mg/L,O Dis.,2009,9,1,9/1/2009,9.6,CA20
mg/L,O Dis.,2009,9,1,9/1/2009,9.4,CL30
Unid.ph,pH,2009,9,1,9/1/2009,8.2,CA40
Unid.ph,pH,2009,9,1,9/1/2009,8,CA10
mg/L,AyG,2009,9,1,9/1/2009,8,CA40
Unid.ph,pH,2009,9,1,9/1/2009,8,CA50
Unid.ph,pH,2009,9,1,9/1/2009,8,CL30
Unid.ph,pH,2009,9,1,9/1/2009,7.9,CA60
Unid.ph,pH,2009,9,1,9/1/2009,7.8,CA30
Unid.ph,pH,2009,9,1,9/1/2009,7.7,CL10
mg/L,AyG,2009,9,1,9/1/2009,7.5,LC10
Unid.ph,pH,2009,9,1,9/1/2009,7.4,LC10
mg/L,AyG,2009,9,1,9/1/2009,6.4,CA50
mg/L,AyG,2009,9,1,9/1/2009,5,CA20
mg/L,AyG,2009,9,1,9/1/2009,5,CA30
mg/L,AyG,2009,9,1,9/1/2009,5,CA60
mg/L,SO4,2009,9,1,9/1/2009,5,CL10
mg/L,SST,2009,9,1,9/1/2009,5,CL10
mg/L,O Dis.,2009,9,1,9/1/2009,3.9,LC10
mg/L,Fe,2009,9,1,9/1/2009,3.75,CA50
mg/L,Al,2009,9,1,9/1/2009,3.39,CA50
mg/L,Fe,2009,9,1,9/1/2009,3.32,CA30
mg/L,Al,2009,9,1,9/1/2009,3.19,CA40
mg/L,Fe,2009,9,1,9/1/2009,2.77,CA40
mg/L,CL-,2009,9,1,9/1/2009,2.5,CL10
mg/L,Fe,2009,9,1,9/1/2009,2.48,CA60
mg/L,Al,2009,9,1,9/1/2009,2.34,CA30
mg/L,Al,2009,9,1,9/1/2009,2.26,CA60
NMP/100 ml,CF,2009,9,1,9/1/2009,2,CA10
mg/L,DBO5,2009,9,1,9/1/2009,2,CA10
mg/L,DBO5,2009,9,1,9/1/2009,2,CA20
mg/L,DBO5,2009,9,1,9/1/2009,2,CA30
mg/L,DBO5,2009,9,1,9/1/2009,2,CA40
mg/L,DBO5,2009,9,1,9/1/2009,2,CA50
mg/L,DBO5,2009,9,1,9/1/2009,2,CA60
NMP/100 ml,CF,2009,9,1,9/1/2009,2,CL10
mg/L,DBO5,2009,9,1,9/1/2009,2,CL30
mg/L,Fe,2009,9,1,9/1/2009,1.49,CA20
mg/L,Al,2009,9,1,9/1/2009,1.34,CA10
mg/L,Al,2009,9,1,9/1/2009,1.26,CA20
mg/L,Fe,2009,9,1,9/1/2009,1.2,CA10
mg/L,N-NH4,2009,9,1,9/1/2009,1.174444444,CA40
mg/L,N-NH4,2009,9,1,9/1/2009,1.112222222,CA30
mg/L,Al,2009,9,1,9/1/2009,0.96,CL30
mg/L,Al,2009,9,1,9/1/2009,0.96,LC10
mg/L,Fe,2009,9,1,9/1/2009,0.95,CL30
mg/L,Fe,2009,9,1,9/1/2009,0.75,LC10
mg/L,N-NO2,2009,9,1,9/1/2009,0.708521739,LC10
mg/L,N-NH4,2009,9,1,9/1/2009,0.645555556,CA50
mg/L,N-NH4,2009,9,1,9/1/2009,0.427777778,CA60
mg/L,N-NH4,2009,9,1,9/1/2009,0.28,CA20
mg/L,N-NH4,2009,9,1,9/1/2009,0.264444444,CL30
mg/L,Al,2009,9,1,9/1/2009,0.23,CL10
mg/L,Fe,2009,9,1,9/1/2009,0.16,CL10
mg/L,Cu,2009,9,1,9/1/2009,0.14,CA30
mg/L,Cu,2009,9,1,9/1/2009,0.13,CA50
mg/L,Cu,2009,9,1,9/1/2009,0.12,CA40
mg/L,Mn,2009,9,1,9/1/2009,0.1,CA50
mg/L,Mn,2009,9,1,9/1/2009,0.1,LC10
mg/L,Mn,2009,9,1,9/1/2009,0.09,CA30
mg/L,Mn,2009,9,1,9/1/2009,0.09,CA60
mg/L,Mn,2009,9,1,9/1/2009,0.08,CA40
mg/L,Cu,2009,9,1,9/1/2009,0.08,CA60
mg/L,Mn,2009,9,1,9/1/2009,0.06,CA20
mg/L,Mn,2009,9,1,9/1/2009,0.05,CA10
mg/L,Cu,2009,9,1,9/1/2009,0.04,CA20
mg/L,Zn,2009,9,1,9/1/2009,0.04,CA60
mg/L,Cu,2009,9,1,9/1/2009,0.04,LC10
mg/L,Zn,2009,9,1,9/1/2009,0.04,LC10
mg/L,N-NO2,2009,9,1,9/1/2009,0.038043478,CA60
mg/L,Cu,2009,9,1,9/1/2009,0.03,CL10
mg/L,Cu,2009,9,1,9/1/2009,0.03,CL30
mg/L,Mn,2009,9,1,9/1/2009,0.03,CL30
mg/L,Cu,2009,9,1,9/1/2009,0.03,CA10
mg/L,N-NO2,2009,9,1,9/1/2009,0.024956522,CA50
mg/L,N-NO2,2009,9,1,9/1/2009,0.021608696,CA40
mg/L,Zn,2009,9,1,9/1/2009,0.02,CA10
mg/L,Zn,2009,9,1,9/1/2009,0.02,CA20
mg/L,Zn,2009,9,1,9/1/2009,0.02,CA30
mg/L,Zn,2009,9,1,9/1/2009,0.02,CA40
mg/L,Zn,2009,9,1,9/1/2009,0.02,CA50
mg/L,Mn,2009,9,1,9/1/2009,0.02,CL10
mg/L,Zn,2009,9,1,9/1/2009,0.02,CL10
mg/L,Zn,2009,9,1,9/1/2009,0.02,CL30
mg/L,As,2009,9,1,9/1/2009,0.0199,CA10
mg/L,As,2009,9,1,9/1/2009,18,CA30
mg/L,As,2009,9,1,9/1/2009,0.0149,CA40
mg/L,As,2009,9,1,9/1/2009,0.0133,CA20
mg/L,As,2009,9,1,9/1/2009,0.0115,CA50
mg/L,N-NO2,2009,9,1,9/1/2009,0.010956522,CL30
mg/L,As,2009,9,1,9/1/2009,0.0084,CA60
mg/L,As,2009,9,1,9/1/2009,0.0076,LC10
mg/L,As,2009,9,1,9/1/2009,0.0069,CL30
mg/L,N-NO2,2009,9,1,9/1/2009,0.004565217,CA20
mg/L,N-NO2,2009,9,1,9/1/2009,0.004565217,CA30
mg/L,Mo,2009,9,1,9/1/2009,3,CA10
mg/L,Mo,2009,9,1,9/1/2009,3,CA20
mg/L,Mo,2009,9,1,9/1/2009,3,CA30
mg/L,Mo,2009,9,1,9/1/2009,3,CA40
mg/L,Mo,2009,9,1,9/1/2009,3,CA50
mg/L,Mo,2009,9,1,9/1/2009,3,CA60
mg/L,As,2009,9,1,9/1/2009,3,CL10
mg/L,Mo,2009,9,1,9/1/2009,3,CL10
